Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2018;2.845
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2017;2.843
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2016;2.911
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2015;2.911
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2014;2.911
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2013;2.912
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2012;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2011;2.836
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2010;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2009;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2008;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2007;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2006;2.788
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2005;2.829
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2004;2.795
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2003;2.656
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2002;2.763
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2001;2.817
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;2000;2.817
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;1999;2.845
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;1998;2.876
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;1997;2.944
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;1996;2.889
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;1995;2.877
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Total;1994;2.944
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2019;2.841
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2018;2.844
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2017;2.840
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2016;2.911
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2015;2.911
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2014;2.911
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2013;2.912
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2012;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2011;2.836
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2010;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2009;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2008;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2007;2.816
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2006;2.788
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2005;2.829
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2004;2.795
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2003;2.656
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2002;2.763
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2001;2.817
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;2000;2.817
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;1999;2.845
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;1998;2.876
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;1997;2.944
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;1996;2.889
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;1995;2.877
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Con taxímetro;1994;2.944
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2018;1
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2017;3
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2011;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2010;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2008;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2007;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2006;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2005;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2004;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2002;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2001;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;2000;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;1999;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;1998;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;1997;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;1996;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;1995;0
Total Nacional;10 Comunitat Valenciana;46 Valencia/València;Capital de Provincia;Sin taxímetro;1994;0
Total Nacional;11 Extremadura;;Provincia;Total;2019;967
Total Nacional;11 Extremadura;;Provincia;Total;2018;995
Total Nacional;11 Extremadura;;Provincia;Total;2017;985
Total Nacional;11 Extremadura;;Provincia;Total;2016;979
Total Nacional;11 Extremadura;;Provincia;Total;2015;979
Total Nacional;11 Extremadura;;Provincia;Total;2014;1.000
Total Nacional;11 Extremadura;;Provincia;Total;2013;1.010
Total Nacional;11 Extremadura;;Provincia;Total;2012;997
Total Nacional;11 Extremadura;;Provincia;Total;2011;990
Total Nacional;11 Extremadura;;Provincia;Total;2010;1.011
Total Nacional;11 Extremadura;;Provincia;Total;2009;1.018
Total Nacional;11 Extremadura;;Provincia;Total;2008;1.009
Total Nacional;11 Extremadura;;Provincia;Total;2007;1.010
Total Nacional;11 Extremadura;;Provincia;Total;2006;1.011
Total Nacional;11 Extremadura;;Provincia;Total;2005;1.009
Total Nacional;11 Extremadura;;Provincia;Total;2004;1.020
Total Nacional;11 Extremadura;;Provincia;Total;2003;1.046
Total Nacional;11 Extremadura;;Provincia;Total;2002;1.064
Total Nacional;11 Extremadura;;Provincia;Total;2001;1.262
Total Nacional;11 Extremadura;;Provincia;Total;2000;1.110
Total Nacional;11 Extremadura;;Provincia;Total;1999;1.124
Total Nacional;11 Extremadura;;Provincia;Total;1998;1.153
Total Nacional;11 Extremadura;;Provincia;Total;1997;1.158
Total Nacional;11 Extremadura;;Provincia;Total;1996;1.201
Total Nacional;11 Extremadura;;Provincia;Total;1995;1.232
Total Nacional;11 Extremadura;;Provincia;Total;1994;1.234
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2019;300
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2018;294
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2017;294
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2016;307
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2015;295
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2014;295
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2013;293
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2012;301
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2011;312
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2010;299
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2009;301
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2008;289
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2007;314
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2006;289
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2005;291
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2004;288
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2003;284
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2002;304
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2001;310
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;2000;292
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;1999;306
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;1998;302
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;1997;292
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;1996;287
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;1995;283
Total Nacional;11 Extremadura;;Provincia;Con taxímetro;1994;290
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2019;667
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2018;701
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2017;691
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2016;672
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2015;684
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2014;705
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2013;717
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2012;696
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2011;678
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2010;712
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2009;717
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2008;720
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2007;696
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2006;722
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2005;718
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2004;732
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2003;762
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2002;760
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2001;952
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;2000;818
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;1999;818
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;1998;851
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;1997;866
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;1996;914
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;1995;949
Total Nacional;11 Extremadura;;Provincia;Sin taxímetro;1994;944
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2019;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2018;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2017;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2016;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2015;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2014;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2013;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2012;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2011;225
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2010;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2009;218
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2008;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2007;233
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2006;217
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2005;217
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2004;217
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2003;213
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2002;215
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2001;215
Total Nacional;11 Extremadura;;Capital de Provincia;Total;2000;215
Total Nacional;11 Extremadura;;Capital de Provincia;Total;1999;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;1998;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;1997;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;1996;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;1995;220
Total Nacional;11 Extremadura;;Capital de Provincia;Total;1994;224
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2019;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2018;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2017;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2016;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2015;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2014;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2013;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2012;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2011;223
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2010;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2009;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2008;218
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2007;231
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2006;215
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2005;215
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2004;215
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2003;213
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2002;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2001;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;2000;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;1999;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;1998;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;1997;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;1996;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;1995;210
Total Nacional;11 Extremadura;;Capital de Provincia;Con taxímetro;1994;210
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2019;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2018;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2017;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2016;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2015;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2014;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2013;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2012;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2011;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2010;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2009;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2008;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2007;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2006;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2005;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2004;2
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2003;0
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2002;5
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2001;5
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;2000;5
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;1999;10
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;1998;10
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;1997;10
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;1996;10
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;1995;10
Total Nacional;11 Extremadura;;Capital de Provincia;Sin taxímetro;1994;14
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2019;579
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2018;596
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2017;589
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2016;585
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2015;584
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2014;616
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2013;623
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2012;601
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2011;609
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2010;624
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2009;617
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2008;615
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2007;616
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2006;607
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2005;606
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2004;614
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2003;630
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2002;649
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2001;847
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;2000;667
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;1999;687
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;1998;693
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;1997;698
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;1996;718
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;1995;730
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Total;1994;737
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2019;193
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2018;190
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2017;190
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2016;190
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2015;191
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2014;191
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2013;189
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2012;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2011;204
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2010;194
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2009;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2008;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2007;197
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2006;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2005;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2004;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2003;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2002;186
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2001;192
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;2000;195
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;1999;207
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;1998;205
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;1997;186
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;1996;188
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;1995;184
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Con taxímetro;1994;191
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2019;386
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2018;406
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2017;399
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2016;395
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2015;393
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2014;425
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2013;434
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2012;417
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2011;405
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2010;430
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2009;433
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2008;431
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2007;419
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2006;423
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2005;422
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2004;430
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2003;446
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2002;463
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2001;655
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;2000;472
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;1999;480
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;1998;488
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;1997;512
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;1996;530
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;1995;546
Total Nacional;11 Extremadura;06 Badajoz;Provincia;Sin taxímetro;1994;546
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2019;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2018;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2017;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2016;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2015;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2014;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2013;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2012;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2011;147
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2010;145
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2009;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2008;145
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2007;158
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2006;145
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2005;145
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2004;145
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2003;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2002;148
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2001;148
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;2000;148
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;1999;153
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;1998;153
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;1997;153
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;1996;153
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;1995;153
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Total;1994;157
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2019;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2018;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2017;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2016;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2015;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2014;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2013;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2012;143
Total Nacional;11 Extremadura;06 Badajoz;Capital de Provincia;Con taxímetro;2011;145
